Today's Trade Activity for  (Virtual Account) on 9/21/21 08:17:01

Working Orders
,Time Placed,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,PRICE,,TIF,Mark,Status

Filled Orders
,Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,Price,Net Price,Order Type
,9/21/21 08:15:11,SINGLE,BUY,+1,AUTO,SPY,22 SEP 21,434,PUT,2.15,2.15,MKT
,9/21/21 08:15:09,SINGLE,BUY,+1,AUTO,SPY,22 SEP 21,434,PUT,2.12,2.12,MKT
,9/21/21 08:14:54,SINGLE,SELL,-3,AUTO,SPY,22 SEP 21,434,PUT,2.16,2.16,MKT
,9/21/21 08:14:51,SINGLE,SELL,-3,AUTO,SPY,22 SEP 21,434,PUT,2.17,2.17,MKT
,9/21/21 08:14:45,SINGLE,SELL,-3,AUTO,SPY,22 SEP 21,434,PUT,2.15,2.15,MKT
,9/21/21 07:53:23,SINGLE,SELL,-3,AUTO,SPY,22 SEP 21,434,PUT,3.24,3.24,MKT
,9/21/21 07:41:04,SINGLE,BUY,+10,AUTO,SPY,22 SEP 21,434,PUT,2.52,2.52,MKT
,9/21/21 07:07:32,SINGLE,SELL,-10,AUTO,SPY,22 SEP 21,437,CALL,2.08,2.08,MKT
,9/21/21 07:07:29,SINGLE,SELL,-10,AUTO,SPY,22 SEP 21,437,CALL,2.07,2.07,MKT
,9/21/21 07:02:23,SINGLE,BUY,+5,AUTO,SPY,22 SEP 21,437,CALL,2.36,2.36,MKT
,9/21/21 07:02:15,SINGLE,BUY,+5,AUTO,SPY,22 SEP 21,437,CALL,2.31,2.31,MKT
,9/21/21 07:00:21,SINGLE,BUY,+10,AUTO,SPY,22 SEP 21,437,CALL,2.47,2.47,MKT

Cancelled Orders
,Time Cancelled,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,PRICE,,TIF,Status
,9/21/21 07:07:27,SINGLE,SELL,-20,TO CLOSE,SPY,22 SEP 21,437,CALL,~,MKT,DAY,REJECTED: Cannot cancel order
,,RE #2146483655,,,,,,,,,,,
,9/21/21 07:07:27,SINGLE,SELL,-100%,TO CLOSE,SPY,22 SEP 21,437,CALL,~,MKT,DAY,TRIGGERED
,9/21/21 07:07:23,SINGLE,SELL,-20,TO CLOSE,SPY,22 SEP 21,437,CALL,~,MKT,DAY,REJECTED: Cannot cancel order
,,RE #2146483651,,,,,,,,,,,
,9/21/21 07:07:23,SINGLE,SELL,-100%,TO CLOSE,SPY,22 SEP 21,437,CALL,~,MKT,DAY,TRIGGERED

Rolling Strategies
Covered Call Position,New Exp,Call By,Begin (Days),Order Price,Active Time,Move to MKT Time,Status
